luc,researchid,researchyear,location,Vd_cm,dim,lat,lon,density,temp,press,RH,LAI,Uh,ustar,h,d,z0,z,Lo,stability,wstar
coniferousforest,Beswick,1991b,N/A,5.91,17,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Beswick,1991b,N/A,11.98,19,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Beswick,1991b,N/A,9.22,21,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Beswick,1991b,N/A,8.53,23,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Beswick,1991b,N/A,5.77,25,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Buzorius,2000,N/A,1.7,0.15,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,OuldDada,2002,N/A,0.5,0.82,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,1.77,0.01,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,1.49,0.02,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,1.18,0.02,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,1.23,0.03,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,0.9,0.03,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,0.94,0.04,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,0.74,0.05,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,0.62,0.06,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,0.66,0.07,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,0.99,0.08,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,0.78,0.1,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,0.69,0.1,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2007,N/A,0.25,0.15,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2009,N/A,0.47,0.01,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2009,N/A,0.16,0.02,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2009,N/A,0.06,0.03,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2009,N/A,0.05,0.04,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2009,N/A,0.1,0.05,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gronholm,2009,N/A,0.09,0.06,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Vong,2010,N/A,0.18,0.26,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Vong,2010,N/A,0.29,0.3,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Vong,2010,N/A,0.46,0.33,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Vong,2010,N/A,0.63,0.4,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Vong,2010,N/A,0.61,0.49,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Vong,2010,N/A,0.38,0.78,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.4,0.02,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.34,0.02,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.29,0.03,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.26,0.03,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.21,0.04,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.17,0.05,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.14,0.05,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.12,0.07,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.08,0.08,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.07,0.09,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.08,0.11,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.08,0.13,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.08,0.17,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.11,0.19,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.17,0.21,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Mammarella,2011,N/A,0.2,0.24,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.4,0.02,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.58,0.02,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.39,0.03,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.26,0.04,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.16,0.04,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.12,0.05,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.11,0.06,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.11,0.08,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.1,0.09,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.1,0.11,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.09,0.13,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.09,0.16,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.08,0.19,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.58,0.28,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Gordon,2011,N/A,0.46,0.34,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Lavi,2013,N/A,0.38,0.27,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
coniferousforest,Sun,2014,N/A,1.1,0.55,N/A,N/A,1000,300,101325,90,5,2.87,0.49,15.96,11.45,1.22,24,100,N/A,0
deciduousforest,Wesely,1983,US,0.07,0.48,35.98,78.91,1500,282.35,101325,90,0.2,4,0.64,28,21,1.6,39,-14,unstable,0
deciduousforest,Wesely,1983,US,0.27,0.48,35.98,78.91,1500,288.55,101325,90,0.2,2.1,0.26,28,21,1.6,39,-14,unstable,0
deciduousforest,Wesely,1983,US,-0.68,0.48,35.98,78.91,1500,287.95,101325,90,0.2,2.5,0.28,28,21,1.6,39,-14,unstable,0
deciduousforest,Wesely,1983,US,0.09,0.48,35.98,78.91,1500,287.45,101325,90,0.2,2.1,0.24,28,21,1.6,39,-14,unstable,0
deciduousforest,Wesely,1983,US,-0.28,0.48,35.98,78.91,1500,287.15,101325,90,0.2,2.4,0.26,28,21,1.6,39,17,stable,0
deciduousforest,Wesely,1983,US,-0.3,0.48,35.98,78.91,1500,286.55,101325,90,0.2,2.3,0.2,28,21,1.6,39,17,stable,0
deciduousforest,Wesely,1983,US,-0.19,0.48,35.98,78.91,1500,284.85,101325,90,0.2,2.2,0.28,28,21,1.6,39,-14,stable/unstble,0
deciduousforest,Wesely,1983,US,-0.03,0.48,35.98,78.91,1500,286.35,101325,90,0.2,2.5,0.38,28,21,1.6,39,-14,stable/unstble,0
deciduousforest,Wesely,1983,US,0.3,0.48,35.98,78.91,1500,288.15,101325,90,0.2,2.6,0.38,28,21,1.6,39,-14,stable/unstble,0
deciduousforest,Wesely,1983,US,-0.83,0.48,35.98,78.91,1500,288.35,101325,90,0.2,1.8,0.25,28,21,1.6,39,-14,stable/unstble,0
deciduousforest,Wesely,1983,US,-0.25,0.48,35.98,78.91,1500,288.45,101325,90,0.2,1.8,0.34,28,21,1.6,39,-14,stable/unstble,0
deciduousforest,Wesely,1983,US,-0.13,0.48,35.98,78.91,1500,280.65,101325,90,0.2,3.6,0.56,28,21,1.6,39,-14,unstable,0
deciduousforest,Wesely,1983,US,-0.73,0.48,35.98,78.91,1500,281.05,101325,90,0.2,3.2,0.66,28,21,1.6,39,-14,unstable,0
deciduousforest,Wesely,1983,US,0.48,0.48,35.98,78.91,1500,281.55,101325,90,0.2,2.7,0.57,28,21,1.6,39,-14,unstable,0
deciduousforest,Wesely,1983,US,-0.08,0.48,35.98,78.91,1500,281.65,101325,90,0.2,2.9,0.48,28,21,1.6,39,-14,unstable,0
deciduousforest,Wesely,1983,US,-0.43,0.48,35.98,78.91,1500,282.35,101325,90,0.2,3.3,0.56,28,21,1.6,39,-14,unstable,0
deciduousforest,Wesely,1983,US,2.48,0.48,35.98,78.91,1500,282.85,101325,90,0.2,2.8,0.57,28,21,1.6,39,-14,unstable,0
deciduousforest,Wesely,1983,US,-1.28,0.48,35.98,78.91,1500,282.75,101325,90,0.2,2.5,0.36,28,21,1.6,39,-14,unstable,0
deciduousforest,Wesely,1983,US,-0.04,0.48,35.98,78.91,1500,282.85,101325,90,0.2,1.5,0.35,28,21,1.6,39,-14,unstable,0
deciduousforest,Pryor,2006,Denmark,0.19,0.05,55.48,348.36,1500,298.15,101325,90,7,0.859,0.129,25,18.75,1.6,43,100,near neutral,0
deciduousforest,Pryor,2006,Denmark,0.32,0.05,55.48,348.36,1500,298.15,101325,90,7,1.976,0.298,25,18.75,1.6,43,100,near neutral,0
deciduousforest,Pryor,2006,Denmark,0.45,0.05,55.48,348.36,1500,298.15,101325,90,7,3.4,0.513,25,18.75,1.6,43,100,near neutral,0
deciduousforest,Pryor,2006,Denmark,0.51,0.05,55.48,348.36,1500,298.15,101325,90,7,4.563,0.688,25,18.75,1.6,43,100,near neutral,0
deciduousforest,Pryor,2006,Denmark,0.39,0.05,55.48,348.36,1500,298.15,101325,90,7,5.838,0.88,25,18.75,1.6,43,100,near neutral,0
deciduousforest,Pryor,2006,Denmark,1.13,0.05,55.48,348.36,1500,298.15,101325,90,7,7.471,1.127,25,18.75,1.6,43,100,near neutral,0
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,1.051,0.222,20,12,1.5,27,-65,N/A,2.7
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,0.458,0.217,20,12,1.5,27,64,N/A,2.5
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.424,0.357,20,12,1.5,27,40,N/A,2.3
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1,0.46,20,12,1.5,27,30,N/A,2
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,0.017,0.425,20,12,1.5,27,32,N/A,1.4
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,0.967,0.164,20,12,1.5,27,90,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,0.441,0.241,20,12,1.5,27,58,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,1.306,0.243,20,12,1.5,27,60,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,0.238,0.179,20,12,1.5,27,77,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,0.713,0.158,20,12,1.5,27,91,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,0.984,0.141,20,12,1.5,27,107,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,0.103,0.127,20,12,1.5,27,108,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,1.239,0.107,20,12,1.5,27,-150,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,1.443,0.2,20,12,1.5,27,-75,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.324,0.42,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,1.087,0.431,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.24,0.419,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,1.528,0.437,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.206,0.389,20,12,1.5,27,-35,N/A,0.6
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,1.291,0.378,20,12,1.5,27,-38,N/A,1.2
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.189,0.303,20,12,1.5,27,-45,N/A,1.6
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,1.274,0.302,20,12,1.5,27,-48,N/A,2.1
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,0.715,0.267,20,12,1.5,27,-53,N/A,2.4
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,0.24,0.238,20,12,1.5,27,-58,N/A,2.6
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,3.19,0.252,20,12,1.5,27,-65,N/A,2.7
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.139,0.227,20,12,1.5,27,64,N/A,2.5
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.156,0.354,20,12,1.5,27,40,N/A,2.3
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,0.614,0.455,20,12,1.5,27,30,N/A,2
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.97,0.453,20,12,1.5,27,32,N/A,1.4
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,0.784,0.161,20,12,1.5,27,90,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,1.58,0.257,20,12,1.5,27,58,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,3.004,0.267,20,12,1.5,27,60,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,3.699,0.227,20,12,1.5,27,77,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,1.818,0.174,20,12,1.5,27,91,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,2.089,0.156,20,12,1.5,27,107,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,1.276,0.143,20,12,1.5,27,108,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,3.547,0.139,20,12,1.5,27,-150,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.107,0.182,20,12,1.5,27,-75,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.361,0.42,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.616,0.424,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.887,0.428,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,2.853,0.455,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,1.802,0.411,20,12,1.5,27,-35,N/A,0.6
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,2.04,0.388,20,12,1.5,27,-38,N/A,1.2
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.531,0.307,20,12,1.5,27,-45,N/A,1.6
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,1.226,0.301,20,12,1.5,27,-48,N/A,2.1
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,1.684,0.281,20,12,1.5,27,-53,N/A,2.4
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,1.074,0.25,20,12,1.5,27,-58,N/A,2.6
deciduousforest,Matsuda ,2010,Japan,0.85,0.9,36.4,221.42,1500,289.45,101325,90,6,4.498,0.27,20,12,1.5,27,-65,N/A,2.7
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,0.464,0.217,20,12,1.5,27,64,N/A,2.5
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.023,0.352,20,12,1.5,27,40,N/A,2.3
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.278,0.464,20,12,1.5,27,30,N/A,2
deciduousforest,Matsuda ,2010,Japan,0.28,0.9,36.4,221.42,1500,289.45,101325,90,6,1.43,0.445,20,12,1.5,27,32,N/A,1.4
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,0.278,0.154,20,12,1.5,27,90,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,3.16,0.279,20,12,1.5,27,58,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,1.6,0.247,20,12,1.5,27,60,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.25,0.9,36.4,221.42,1500,289.45,101325,90,6,3.465,0.224,20,12,1.5,27,77,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,2.211,0.179,20,12,1.5,27,91,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,3.245,0.172,20,12,1.5,27,107,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,1.77,0.15,20,12,1.5,27,108,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.18,0.9,36.4,221.42,1500,289.45,101325,90,6,1.906,0.117,20,12,1.5,27,-150,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,1.296,0.198,20,12,1.5,27,-75,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,0.839,0.427,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,1.923,0.442,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.44,0.9,36.4,221.42,1500,289.45,101325,90,6,2.144,0.445,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.856,0.427,20,12,1.5,27,-33,N/A,0
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,1.704,0.409,20,12,1.5,27,-35,N/A,0.6
deciduousforest,Matsuda ,2010,Japan,0.95,0.9,36.4,221.42,1500,289.45,101325,90,6,0.975,0.374,20,12,1.5,27,-38,N/A,1.2
